,title,id,release_date,popularity,genre_ids
4646,The Party at Kitty and Stud's,4255,1970-02-10,1.281074,[]
4647,The White Sun of the Desert,20848,1970-03-30,1.278387,"[28, 18, 35, 12]"
4648,How I Unleashed World War II Part I: The Escape,75011,1970-04-02,1.272372,"[35, 10769, 10752, 12]"
4649,The Wild Child,1627,1970-02-26,1.271341,[18]
4650,When Dinosaurs Ruled the Earth,35002,1970-10-25,1.26927,"[878, 14, 12]"
4651,"Your Child, That Unknown Creature",227673,1970-09-30,1.267621,[99]
4652,"Hi, Mom!",42589,1970-01-01,1.264656,[35]
4653,Churchill's Leopards,221660,1970-08-14,1.262215,[10752]
4654,Husbands,52105,1970-12-08,1.260608,"[35, 18]"
4655,Beyond the Valley of the Dolls,5722,1970-07-17,1.256036,"[35, 18, 53]"
4656,Schoolgirl Report Part 1: What Parents Don't Think Is Possible,36888,1970-10-23,1.253624,[18]
4657,The One Man Band,36179,1970-09-18,1.246715,"[35, 10402]"
4658,Why Does Herr R. Run Amok?,10308,1970-06-27,1.245816,[18]
4659,Start the Revolution Without Me,19753,1970-08-14,1.237564,"[35, 36]"
4660,The Chinese Boxer,62762,1970-11-26,1.235947,"[28, 10769]"
4661,The Honeymoon Killers,10237,1970-02-04,1.234367,"[80, 18, 53]"
4662,The Dunwich Horror,65891,1970-01-14,1.228261,"[18, 14, 27, 9648, 53]"
4663,Woodstock,9459,1970-03-26,1.227643,"[99, 10402]"
4664,Oh Olsun,110029,1970-01-01,1.227072,"[35, 10751]"
4665,Ann and Eve,64512,1970-08-03,1.225704,[]
4666,Cleopatra: Queen of Sex,84488,1970-09-15,1.224645,"[16, 35, 14, 878, 36]"
4667,Performance,26606,1970-08-03,1.223139,"[10402, 18, 80]"
4668,Valerie and Her Week of Wonders,46315,1970-10-10,1.222193,"[14, 12, 18]"
4669,The Song of the Red Ruby,57267,1970-03-02,1.218514,"[10749, 18, 35]"
4670,The Adventures of the Yellow Suitcase,85355,1970-06-06,1.215943,"[10751, 35, 14]"
4671,The Cheyenne Social Club,28303,1970-06-12,1.207665,"[28, 35, 37]"
4672,Donkey Skin,5590,1970-12-20,1.203859,"[14, 18, 35, 10749]"
4673,The Wizard of Gore,23506,1970-10-23,1.201156,[27]
4674,When Women Had Tails,64961,1970-12-16,1.200481,"[35, 14, 878]"
4675,The Movie Murderer,327961,1970-02-02,1.198644,"[18, 10770, 53]"
4676,Deep End,59408,1970-09-01,1.197613,"[10749, 18, 35]"
4677,The Adventures of Gerard,225155,1970-07-03,1.194662,"[12, 35, 18]"
4678,Multiple Maniacs,25625,1970-04-10,1.194282,"[80, 35, 27]"
4679,Love Is Colder Than Death,12482,1970-01-16,1.192944,"[35, 80]"
4680,Substitution,119714,1970-10-01,1.191336,"[10749, 35]"
4681,And Soon the Darkness,51992,1970-09-10,1.188674,"[9648, 53]"
4682,Bed and Board,258,1970-08-31,1.18755,"[35, 18, 10749]"
4683,Claire's Knee,2860,1970-12-11,1.184709,"[18, 10749]"
4684,The Phantom Tollbooth,28476,1970-11-07,1.182423,"[14, 16, 12]"
4685,Cromwell,31675,1970-09-16,1.181293,"[18, 36]"
4686,Mark of the Devil,39931,1970-02-19,1.178072,"[27, 18, 36, 53]"
4687,Carter's Army,22739,1970-01-27,1.177185,"[28, 18, 53, 10770, 10752]"
4688,The Adventurers,106326,1970-03-25,1.173054,"[18, 28, 12]"
4689,Eugenie,87503,1970-02-20,1.171389,"[18, 27]"
4690,There Was a Crooked Man...,27172,1970-09-18,1.168221,"[28, 35, 18, 37]"
4691,The Kremlin Letter,45817,1970-02-01,1.163171,"[18, 28, 53]"
4692,Scream and Scream Again,42594,1970-02-13,1.163148,"[27, 80]"
4693,Carry On Loving,24570,1970-09-20,1.160034,[35]
4694,The Nude Vampire,22480,1970-05-01,1.154359,"[10769, 27, 878]"
4695,The Twelve Chairs,24918,1970-10-28,1.153196,[35]
4696,El santo de la espada,202460,1970-03-25,1.15,[]
4697,Kaviya Thalaivi,323915,1970-10-22,1.15,"[10749, 18, 10751]"
4698,Wuthering Heights,98491,1970-06-09,1.149483,"[18, 10749]"
4699,The Heroic Ones,36261,1970-08-14,1.147679,"[28, 18, 10769]"
4700,On Her Majesty's Secret Service,668,1969-12-12,3.760117,"[12, 28, 53]"
4701,Easy Rider,624,1969-05-07,2.413778,"[28, 12, 80, 18]"
4702,"They Shoot Horses, Don't They?",28145,1969-12-10,2.320499,[18]
4703,The Wild Bunch,576,1969-06-17,2.195529,"[12, 37]"
4704,Freedom to Love,80236,1969-08-29,2.172772,"[99, 18]"
4705,Butch Cassidy and the Sundance Kid,642,1969-09-23,2.114786,"[36, 18, 37, 80]"
4706,The Computer Wore Tennis Shoes,29228,1969-12-29,2.085618,"[35, 10751]"
4707,Age of Consent,49225,1969-05-13,2.062845,"[35, 18, 10749]"
4708,Boot Hill,12529,1969-12-20,1.965881,"[35, 37]"
4709,Mackenna's Gold,18118,1969-03-18,1.916066,"[12, 28, 37]"
4710,"Hello, Dolly!",14030,1969-12-12,1.890676,"[35, 10751, 10402, 10749]"
4711,Z,2721,1969-02-26,1.879875,"[18, 53]"
4712,Battle of Britain,11463,1969-09-15,1.767863,"[28, 18, 36, 10752]"
4713,Kes,13384,1969-11-18,1.70184,[18]
4714,My Night at Maud's,48831,1969-06-04,1.644589,"[35, 18]"
4715,True Grit,17529,1969-06-11,1.628827,"[18, 37, 12]"
4716,Hercules in New York,5227,1969-02-23,1.586374,"[28, 12, 35, 14, 878]"
4717,Guns of the Magnificent Seven,12625,1969-07-14,1.583305,"[28, 12, 18, 37]"
4718,Carry On Again Doctor,19293,1969-12-05,1.552263,[35]
4719,The Italian Job,10536,1969-06-02,1.538166,"[28, 80, 35, 53]"
4720,Take the Money and Run,11485,1969-08-18,1.527018,"[35, 80]"
4721,Fellini Satyricon,11163,1969-09-18,1.491549,"[18, 14]"
4722,Cactus Flower,28289,1969-12-16,1.466288,"[35, 10749]"
4723,The Magic Christian,24152,1969-12-12,1.445856,[35]
4724,Your Caresses,264159,1969-11-06,1.428682,[18]
4725,The Assassination Bureau,69526,1969-03-09,1.418903,"[80, 35]"
4726,Topaz,2370,1969-12-18,1.398904,"[28, 18, 9648, 53]"
4727,Last Summer,38096,1969-06-10,1.398514,[18]
4728,The Hungry Wolves,86230,1969-01-01,1.392622,"[28, 12, 18]"
4729,Hibernatus,2462,1969-09-10,1.385812,"[35, 878]"
4730,Ateşli Çingene,298335,1969-01-01,1.37662,[]
4731,The Red Tent,8063,1969-12-23,1.368586,"[18, 28]"
4732,Frosty the Snowman,13675,1969-12-07,1.335717,"[10751, 16, 10770]"
4733,Marquis de Sade: Justine,72309,1969-04-03,1.331613,"[18, 27]"
4734,Castle Keep,45522,1969-10-01,1.330987,"[28, 35, 18, 10749, 10752]"
4735,Mississippi Mermaid,1651,1969-06-18,1.325468,"[80, 18, 10749]"
4736,The Bridge at Remagen,15873,1969-06-25,1.323892,"[28, 36, 10752]"
4737,Pippi Longstocking,12097,1969-05-09,1.314342,"[12, 10751]"
4738,Lupin III Pilot Film,172591,1969-01-01,1.312965,"[12, 35, 80]"
4739,Madame and Her Niece,5625,1969-05-09,1.307382,[18]
4740,White Wolves,5036,1969-06-25,1.292146,"[37, 18]"
4741,The Undefeated,18972,1969-10-04,1.282648,[37]
4742,Alfred the Great,73672,1969-10-08,1.2742,"[36, 28, 18, 10752]"
4743,The Joke,105627,1969-02-28,1.261344,"[35, 18]"
4744,Midnight Cowboy,3116,1969-05-25,1.26124,[18]
4745,Conspiracy of Torture,46768,1969-11-13,1.258939,"[10769, 18]"
4746,Support Your Local Sheriff,11574,1969-03-26,1.255965,"[35, 37]"
4747,That Splendid November,117167,1969-04-05,1.255817,"[18, 35]"
4748,Bos Besik,376720,1969-01-01,1.247352,[18]
4749,The Unfaithful Wife,8286,1969-01-01,1.24697,"[18, 53]"
4750,The Castle of Fu Manchu,3485,1969-05-29,1.245466,"[28, 12, 27, 878, 53]"
4751,The Sicilian Clan,4235,1969-12-01,1.240468,[80]
4752,Kızıl Vazo,300630,1969-01-01,1.235408,[18]
4753,Army of Shadows,15383,1969-09-11,1.235195,"[10752, 18]"
4754,The Damned,41876,1969-10-13,1.23509,[18]
4755,Red Lion,106908,1969-10-10,1.233647,"[28, 35, 10769]"
4756,The Swimming Pool,4946,1969-01-15,1.228672,"[80, 18]"
4757,Backtrack!,127719,1969-05-26,1.228259,[37]
4758,Play Dirty,26652,1969-01-01,1.22236,"[12, 18, 10752]"
4759,Porcile,48688,1969-09-28,1.220908,"[18, 10769]"
4760,Samurai Banners,49363,1969-03-01,1.219288,[28]
4761,Young Billy Young,39295,1969-10-15,1.215765,"[28, 12, 35, 37]"
4762,The Brain,33436,1969-03-07,1.214662,"[35, 80]"
4763,Women in Love,66027,1969-09-01,1.211531,"[18, 10749]"
4764,Satyricon,281783,1969-03-27,1.209295,"[35, 18, 36]"
4765,Those Daring Young Men in Their Jaunty Jalopies,38792,1969-04-28,1.208613,[35]
4766,Katzelmacher,7736,1969-10-07,1.208571,[18]
4767,The Secret of Santa Vittoria,30298,1969-01-01,1.207066,"[35, 18, 10752]"
4768,My Side of the Mountain,37437,1969-01-01,1.204573,"[28, 12, 18, 10751]"
4769,Tell Them Willie Boy Is Here,42619,1969-10-31,1.204198,"[18, 37]"
4770,"Go, Go Second Time Virgin",68429,1969-01-01,1.203651,"[18, 10769]"
4771,Frankenstein Must Be Destroyed,3075,1969-05-22,1.199341,"[27, 878]"
4772,Alive or Preferably Dead,102949,1969-09-17,1.19882,"[28, 35, 37]"
4773,Pompel & Pilt,60770,1969-01-01,1.196429,[]
4774,The Beatles: Rooftop Concert,59905,1969-01-30,1.193389,"[10402, 99]"
4775,The Valley of Gwangi,42329,1969-07-24,1.193183,"[53, 14, 28, 878, 37]"
4776,The Last Relic,47150,1969-01-01,1.193102,"[12, 36, 10749]"
4777,Anne of the Thousand Days,22522,1969-12-18,1.19223,"[18, 10749, 36]"
4778,Paint Your Wagon,20391,1969-10-15,1.191909,"[18, 28, 35, 37, 10402]"
4779,Top Sensation,135260,1969-03-29,1.188881,[53]
4780,Fuego,50966,1969-10-10,1.188346,[18]
4781,Medea,26356,1969-12-27,1.180755,[18]
4782,Godzilla's Revenge,39462,1969-12-20,1.175889,"[14, 878, 10751]"
4783,Naked Violence,28321,1969-11-10,1.174951,"[80, 18]"
4784,Tintin and the Temple of the Sun,241001,1969-12-13,1.172615,"[12, 10751, 9648, 16]"
4785,Charro!,18688,1969-03-13,1.172217,"[18, 28, 37]"
4786,Love Camp 7,28652,1969-10-04,1.170429,"[27, 53, 10752]"
4787,Shinsengumi: Assassins of Honor,37873,1969-12-05,1.165015,"[28, 18, 10769, 36]"
4788,"Isabella, Duchess of the Devils",180011,1969-08-30,1.16481,[12]
4789,The Wonderful World of Puss 'n Boots,58704,1969-03-18,1.162788,"[10751, 28, 12, 35, 16]"
4790,Marooned,40140,1969-12-11,1.161557,"[18, 878, 53]"
4791,Some Girls Do,26181,1969-01-23,1.160876,"[28, 12, 35]"
4792,The Five Man Army,38670,1969-10-16,1.160824,[37]
4793,The Milky Way,35031,1969-03-15,1.159255,"[18, 35]"
4794,Frau Wirtin hat auch eine Nichte,338771,1969-01-01,1.157323,[35]
4795,Ask mabudesi,272840,1969-01-02,1.154637,[]
4796,99 Women,28277,1969-03-05,1.154311,"[53, 18]"
4797,Funeral Parade of Roses,1556,1969-01-01,1.153947,[18]
4798,Carry On Camping,19307,1969-05-29,1.148518,[35]
4799,The Olsen Gang in a Fix,12231,1969-10-03,1.14666,"[10751, 35, 80]"
4800,2001: A Space Odyssey,62,1968-04-05,5.107274,"[878, 9648, 12]"
4801,Once Upon a Time in the West,335,1968-12-21,2.928995,"[28, 37]"
4802,Planet of the Apes,871,1968-02-07,2.666179,"[12, 18, 28]"
4803,Yellow Submarine,12105,1968-07-17,2.445096,"[16, 14, 10402]"
4804,Rosemary's Baby,805,1968-06-12,2.239658,"[27, 18, 9648]"
4805,Where Eagles Dare,11046,1968-12-04,2.109005,"[12, 18, 28, 36, 10752]"
4806,5 Card Stud,4993,1968-07-28,2.08757,"[28, 37, 53]"
4807,Bullitt,916,1968-10-17,2.078313,"[28, 80, 18, 53]"
4808,Hellfighters,32726,1968-11-27,2.049012,"[28, 12, 10749]"
4809,The Thomas Crown Affair,912,1968-06-19,2.027569,"[10749, 80, 53, 18]"
4810,Candy,46498,1968-12-17,1.994681,"[14, 35, 12]"
4811,Night of the Living Dead,10331,1968-10-01,1.966771,[27]
4812,Asterix and Cleopatra,9929,1968-12-16,1.95207,"[10751, 16, 12, 35]"
4813,The Devil Rides Out,39891,1968-07-20,1.809118,[27]
4814,Barbarella,8069,1968-10-10,1.787646,[878]
4815,Madigan,4931,1968-03-29,1.75591,"[80, 18, 53]"
4816,No Way to Treat a Lady,42633,1968-03-20,1.662205,"[35, 53]"
4817,The Great Silence,9028,1968-02-21,1.626815,"[28, 18, 37]"
4818,Blackbeard's Ghost,16249,1968-02-08,1.612286,"[14, 35, 10751]"
4819,Hang 'em High,4929,1968-07-31,1.609738,[37]
4820,Oliver!,17917,1968-09-26,1.608188,"[18, 10751, 10402]"
4821,The Bride Wore Black,4191,1968-03-22,1.604323,"[9648, 18, 10749, 53, 80]"
4822,Romeo and Juliet,6003,1968-04-03,1.551077,"[18, 10749]"
4823,The Boston Strangler,26690,1968-10-08,1.533245,"[80, 18, 9648, 53]"
4824,The Party,10794,1968-04-04,1.517281,[35]
4825,Dracula Has Risen from the Grave,29778,1968-11-07,1.444852,[27]
4826,Villa Rides,48564,1968-05-29,1.426108,"[28, 37]"
4827,Destroy All Monsters,3107,1968-08-01,1.415035,"[28, 878, 53, 27]"
4828,Hour of the Wolf,18333,1968-01-01,1.408398,"[18, 27]"
4829,Coogan's Bluff,26170,1968-10-02,1.399473,"[28, 80, 18, 53]"
4830,"Rachel, Rachel",42635,1968-01-01,1.395504,"[18, 10749]"
4831,The Olsen Gang,11389,1968-10-11,1.376209,"[10751, 35, 80]"
4832,Ace High,11874,1968-10-02,1.374906,"[28, 35, 37]"
4833,The Lion in Winter,18988,1968-01-01,1.365314,"[18, 36]"
4834,The Diamond Arm,20873,1968-04-27,1.351856,"[12, 35, 80]"
4835,Targets,19383,1968-05-15,1.342741,[53]
4836,Lady in Cement,42630,1968-11-19,1.336599,"[9648, 35, 80, 18]"
4837,Son Gece,398572,1968-01-15,1.331259,"[18, 10749, 10752]"
4838,Vixen!,5721,1968-10-15,1.327824,"[35, 18, 10749]"
4839,Teorema,5335,1968-09-04,1.324009,"[9648, 18]"
4840,The Devil's Brigade,31938,1968-05-15,1.321335,"[10752, 28]"
4841,Bandolero!,41857,1968-06-01,1.307331,"[37, 28, 80, 18, 10749]"
4842,Pretty Poison,32969,1968-07-18,1.299996,"[80, 18, 10749, 53]"
4843,Without a Stitch,76321,1968-09-01,1.29821,"[10749, 35]"
4844,Ice Station Zebra,17657,1968-10-23,1.294107,"[28, 18]"
4845,The Blood Beast Terror,77173,1968-02-01,1.287904,"[27, 878]"
4846,The Swimmer,33564,1968-05-15,1.287019,[18]
4847,The Love Bug,14136,1968-12-22,1.276121,"[35, 10751, 14]"
4848,Ana Hakkı Ödenmez,299757,1968-01-01,1.275507,[18]
4849,Chitty Chitty Bang Bang,11708,1968-12-16,1.274427,"[10402, 12, 14, 35, 10751]"
4850,The Satanist,282812,1968-06-20,1.270234,[27]
4851,Stolen Kisses,255,1968-08-13,1.266508,"[35, 18, 10749]"
4852,"Je t'aime, je t'aime",4798,1968-04-24,1.266388,"[878, 18]"
4853,The Monster of Blackwood Castle,1670,1968-01-18,1.258536,[80]
4854,The Golden Calf,64714,1968-12-08,1.258016,"[35, 18]"
4855,Assignment to Kill,157258,1968-09-16,1.25778,"[18, 80]"
4856,Beyond the Law,12758,1968-04-10,1.255843,[37]
4857,The Vengeance of She,64428,1968-04-14,1.250673,"[12, 14]"
4858,If....,14794,1968-12-19,1.250549,[18]
4859,The Magus,33228,1968-12-10,1.250209,"[9648, 18, 14]"
4860,Space Thing,30563,1968-09-20,1.248021,"[35, 878]"
4861,Virinea,280766,1968-06-06,1.247959,[18]
4862,Funny Girl,16085,1968-09-19,1.246582,"[18, 35, 10402, 10749]"
4863,Up the Junction,47069,1968-01-25,1.246075,[18]
4864,Robby,137520,1968-08-14,1.244455,"[10751, 12, 18]"
4865,Very Happy Alexander,18628,1968-02-09,1.234065,[35]
4866,...As the Naked Wind from the Sea,321639,1968-11-08,1.233442,"[10749, 35, 18]"
4867,Angelique and the Sultan,44446,1968-01-01,1.232113,"[12, 10749, 36]"
4868,"Yours, Mine and Ours",27983,1968-04-24,1.22716,"[35, 18, 10751]"
4869,The Diary of an Innocent Boy,111965,1968-01-12,1.224834,"[35, 10749]"
4870,Elvis Presley – ‘68 Comeback,67012,1968-12-03,1.223659,[10402]
4871,The Gendarme Gets Married,4729,1968-10-30,1.220718,[35]
4872,Faces,753,1968-11-24,1.220641,[18]
4873,In the Valley of Death,10638,1968-12-12,1.219418,[37]
4874,Spirits of the Dead,41225,1968-09-11,1.215863,"[18, 27, 9648]"
4875,The Little Drummer Boy,18846,1968-12-19,1.213921,"[16, 10751]"
4876,Day of the Evil Gun,27105,1968-03-01,1.213891,"[28, 37]"
4877,The Scalphunters,32068,1968-04-02,1.212949,"[28, 35, 37]"
4878,Witchfinder General,31965,1968-05-01,1.21285,"[18, 27, 36]"
4879,Joanna,94662,1968-11-24,1.211917,"[35, 10402, 18]"
4880,We'll Live Till Monday,109774,1968-07-02,1.209532,"[10749, 18]"
4881,Sarmaşık Gülleri,297942,1968-01-01,1.204516,[]
4882,The Snow Maiden,302436,1968-10-12,1.197956,"[14, 10751]"
4883,The Little Bather,46655,1968-03-22,1.194576,[35]
4884,The Lustful Turk,282916,1968-02-07,1.193309,[]
4885,Inspector Clouseau,11573,1968-07-19,1.190275,"[35, 80]"
4886,The Ruthless Four,57879,1968-02-09,1.188651,[37]
4887,The Libertine,82221,1968-12-23,1.178739,"[18, 35]"
4888,The Green Berets,22377,1968-07-04,1.177416,"[10752, 18]"
4889,The Secret War of Harry Frigg,32073,1968-01-01,1.173375,"[35, 10752]"
4890,Memories of Underdevelopment,47576,1968-05-17,1.172943,[18]
4891,The Little Norse Prince,52686,1968-07-24,1.172454,"[16, 14, 12, 10751]"
4892,Head,18193,1968-11-06,1.168582,"[35, 14]"
4893,Gamera vs. Outer Space Monster Viras,34131,1968-03-20,1.166565,"[12, 28, 878]"
4894,The Mercenary,48169,1968-08-29,1.16581,"[28, 35, 37]"
4895,Golden Swallow,32388,1968-04-03,1.163722,"[28, 12, 10769]"
4896,The Gorilla Gang,70480,1968-09-27,1.161667,[80]
4897,"Run, Man, Run",18928,1968-08-29,1.16056,"[28, 37]"
4898,The Girl on a Motorcycle,29722,1968-06-21,1.159741,"[18, 28, 53, 10749]"
4899,Isabel,110427,1968-05-22,1.156442,"[18, 53]"
4900,The Jungle Book,9325,1967-10-18,4.403518,"[10751, 16, 12]"
4901,You Only Live Twice,667,1967-06-12,3.859796,"[28, 53, 12]"
4902,The Graduate,37247,1967-12-21,3.697032,"[35, 18, 10749]"
4903,Bonnie and Clyde,475,1967-07-18,2.590399,"[80, 18]"
4904,The Night of the Generals,42700,1967-01-29,2.067098,"[18, 28, 53, 80, 9648, 10752]"
4905,Billion Dollar Brain,4889,1967-11-02,2.06134,[53]
4906,Camelot,18978,1967-10-25,1.984735,"[12, 10402, 10749]"
4907,Casino Royale,12208,1967-04-13,1.961256,"[12, 28, 35]"
4908,"To Sir, with Love",25934,1967-06-14,1.865831,[18]
4909,Le Samouraï,5511,1967-10-25,1.85233,"[80, 18, 53]"
4910,A Countess from Hong Kong,2984,1967-01-05,1.814114,"[35, 10749]"
4911,The War Wagon,27277,1967-05-27,1.769194,[37]
4912,PlayTime,10227,1967-12-16,1.757222,[35]
4913,Cool Hand Luke,903,1967-06-22,1.744362,"[80, 18]"
4914,In the Heat of the Night,10633,1967-08-02,1.715382,"[80, 18, 9648, 53]"
4915,Fantomas vs. Scotland Yard,1875,1967-03-16,1.70834,"[35, 80, 12, 14]"
4916,The Mummy's Shroud,39262,1967-03-15,1.660913,[27]
4917,God Forgives... I Don't!,41608,1967-10-31,1.65206,"[28, 37]"
4918,The Dirty Dozen,1654,1967-06-15,1.622495,"[28, 12, 10752]"
4919,Wait Until Dark,11206,1967-10-26,1.606412,"[27, 80, 53]"
4920,The Fearless Vampire Killers,3053,1967-02-01,1.558973,"[35, 27]"
4921,Far from the Madding Crowd,3469,1967-01-01,1.540502,"[18, 10749]"
4922,Belle de Jour,649,1967-05-24,1.503417,"[18, 10749]"
4923,Asterix the Gaul,11047,1967-12-20,1.493982,"[10751, 16, 12, 35]"
4924,Hombre,27945,1967-03-21,1.470431,"[28, 18, 37]"
4925,Barefoot in the Park,17887,1967-05-25,1.455454,"[35, 10749]"
4926,The Exchange Student,11696,1967-12-01,1.418332,[35]
4927,Death Rides a Horse,49397,1967-08-31,1.414834,[37]
4928,"Kidnapping, Caucasian Style",20878,1967-04-03,1.407426,"[12, 35, 10749]"
4929,Tony Rome,26204,1967-10-31,1.403781,"[80, 9648, 53]"
4930,Frankenstein Created Woman,3104,1967-03-15,1.357448,"[27, 878]"
4931,Oscar,2798,1967-10-11,1.339372,[35]
4932,"Yongary, Monster from the Deep",42699,1967-01-01,1.336005,"[27, 878, 10769]"
4933,Valley of the Dolls,3055,1967-12-27,1.335181,"[10402, 18, 10749]"
4934,Grand Slam,76851,1967-09-28,1.325809,"[53, 10769]"
4935,In Like Flint,24130,1967-03-15,1.319585,"[28, 12, 35]"
4936,The Producers,30197,1967-11-22,1.319359,[35]
4937,Thoroughly Modern Millie,32489,1967-03-21,1.31529,"[35, 10402, 10749]"
4938,Mosby's Marauders,71264,1967-03-17,1.314312,"[10751, 12]"
4939,In Cold Blood,18900,1967-12-14,1.300143,"[80, 18]"
4940,Carry On Doctor,5064,1967-12-02,1.298433,[35]
4941,They Came from Beyond Space,35668,1967-05-01,1.295642,"[878, 27]"
4942,Action Man,78181,1967-05-31,1.279385,"[80, 18]"
4943,Two for the Road,5767,1967-04-27,1.272217,"[35, 18, 10749]"
4944,Day of Anger,56373,1967-12-19,1.270045,[37]
4945,Oedipus Rex,42691,1967-09-02,1.265493,[18]
4946,Slave Girls,39308,1967-02-25,1.264766,"[12, 14]"
4947,Mini-Skirt Love,211992,1967-10-11,1.263294,[18]
4948,Quatermass and the Pit,26912,1967-11-09,1.261535,"[27, 878]"
4949,Samurai Rebellion,27031,1967-05-27,1.260598,"[10749, 36, 18]"
4950,Point Blank,26039,1967-08-30,1.256607,"[28, 12, 80, 18, 9648, 53]"
4951,Deadlier Than the Male,5056,1967-02-12,1.254868,"[28, 35, 53]"
4952,The Last Adventure,11396,1967-04-12,1.248241,"[10749, 12, 18]"
4953,Carry On Follow That Camel,24568,1967-09-01,1.243752,[35]
4954,Jerry Cotton: Murderclub Of Brooklyn,4565,1967-03-17,1.241771,[80]
4955,Elvira Madigan,42692,1967-04-24,1.23977,"[18, 10749, 36]"
4956,King Kong Escapes,39276,1967-07-22,1.233579,"[28, 14, 27, 878]"
4957,Hugo and Josephine,115527,1967-12-16,1.221339,"[10751, 35, 18]"
4958,Three Poplars on Plyuschikha Street,63293,1967-06-06,1.217092,"[18, 10749]"
4959,Doctor Dolittle,16081,1967-12-19,1.211906,"[12, 14, 35, 10751, 10402, 10749]"
4960,Viy,57230,1967-11-27,1.208436,"[18, 14, 27]"
4961,Will Penny,1676,1967-12-19,1.202453,"[10749, 37]"
4962,Mouchette,1561,1967-03-28,1.199836,[18]
4963,Crazy Westerners,46568,1967-08-11,1.199467,[37]
4964,The Taming of the Shrew,25560,1967-03-07,1.199102,"[35, 18, 10749]"
4965,Poor Cow,76072,1967-12-05,1.197114,[18]
4966,Gamera vs. Gyaos,52728,1967-03-15,1.195936,"[28, 12, 27, 878]"
4967,2 or 3 Things I Know About Her,8074,1967-03-17,1.195819,"[35, 18]"
4968,Tonite Let's All Make Love in London,54316,1967-09-26,1.193032,[99]
4969,Return of the Gunfighter,179087,1967-01-29,1.192036,[37]
4970,The Way West,42703,1967-05-24,1.18972,"[28, 12, 18, 37]"
4971,Virgin of the Jungle,280683,1967-09-21,1.189225,[12]
4972,Violated Angels,55711,1967-03-01,1.188924,[]
4973,"Easy Come, Easy Go",47263,1967-03-22,1.188874,"[12, 35, 18, 10751, 10402, 10749]"
4974,The White Bus,88264,1967-12-01,1.188725,"[18, 10769]"
4975,Dacii,36662,1967-05-31,1.188236,"[10752, 18, 36]"
4976,Guess Who's Coming to Dinner,1879,1967-12-11,1.185799,"[35, 18, 10749]"
4977,Yaprak Dökümü,112239,1967-06-01,1.185512,[]
4978,Braslet-2,80058,1967-06-06,1.184766,[18]
4979,Clambake,26299,1967-01-01,1.184526,"[10402, 10749]"
4980,Helga - Vom Werden des menschlichen Lebens,129214,1967-09-22,1.180675,[]
