,title,id,release_date,popularity,genre_ids
3346,The Ballad of Narayama,42113,1983-04-09,1.596898,[18]
3347,Cujo,10489,1983-08-10,1.584583,"[27, 53]"
3348,Project A,21519,1983-12-22,1.55512,"[28, 35]"
3349,Amityville 3-D,27214,1983-11-18,1.554523,"[27, 53]"
3350,Bad Boys,13633,1983-03-25,1.517434,"[80, 18, 53]"
3351,Doraemon: Nobita and the Castle of the Undersea Devil,147576,1983-03-12,1.502389,[]
3352,Brainstorm,15050,1983-09-30,1.4983,"[878, 53]"
3353,Staying Alive,10805,1983-07-11,1.492781,"[18, 28, 10402, 10749]"
3354,The Hunger,11654,1983-04-29,1.479126,"[27, 53, 10749]"
3355,The Scarlet and the Black,44691,1983-02-02,1.464972,"[18, 36, 10749, 10752]"
3356,V,101660,1983-05-01,1.461386,"[18, 878, 28, 12]"
3357,Private Popsicle,10583,1983-03-11,1.458566,"[35, 10749]"
3358,Snake Hole,185701,1983-02-25,1.431049,"[18, 10769]"
3359,Star 80,30707,1983-11-11,1.424381,[18]
3360,The ComDads,10484,1983-11-23,1.42263,[35]
3361,Starflight: The Plane That Couldn't Land,15494,1983-02-27,1.421553,"[12, 10770]"
3362,Private School,18835,1983-07-29,1.413507,"[35, 10749]"
3363,Deal of the Century,20545,1983-11-04,1.406223,[35]
3364,Sleepaway Camp,13567,1983-11-18,1.400339,[27]
3365,Silkwood,12502,1983-12-14,1.399465,"[18, 53]"
3366,Şalvar Davası,331126,1983-11-01,1.396796,[35]
3367,The Big Chill,12560,1983-09-09,1.39446,"[35, 18]"
3368,The Sting II,36912,1983-02-18,1.387493,"[28, 35, 18]"
3369,"Nana, the True Key of Pleasure",168538,1983-06-13,1.384732,"[18, 35]"
3370,To Be or Not to Be,22998,1983-12-16,1.371944,[35]
3371,Sunshine Reggae auf Ibiza,74040,1983-11-11,1.368848,[35]
3372,Nostalghia,1394,1983-05-01,1.366614,"[18, 10749]"
3373,10 to Midnight,18587,1983-03-11,1.363108,"[80, 53]"
3374,Zappa,16039,1983-03-04,1.361394,[18]
3375,Twilight Zone: The Movie,15301,1983-06-24,1.345191,"[18, 14, 27, 878, 53]"
3376,The Man with Two Brains,11591,1983-06-10,1.342181,"[35, 10749, 878]"
3377,Under Fire,12503,1983-10-21,1.342116,"[10752, 18]"
3378,Yentl,10269,1983-11-18,1.332423,"[10402, 18, 10749]"
3379,Deathstalker,15895,1983-09-02,1.331399,"[28, 14]"
3380,High Road to China,19606,1983-03-18,1.32369,"[12, 18, 36]"
3381,The Survivors,28466,1983-06-24,1.321886,"[18, 35]"
3382,Fanny Hill,58843,1983-07-15,1.313765,"[10749, 18, 35]"
3383,A Blade in the Dark,39991,1983-08-06,1.313038,"[27, 53, 10769]"
3384,Curtains,67087,1983-03-04,1.310585,"[80, 27, 53]"
3385,A Summer in St. Tropez,54165,1983-06-06,1.305859,"[18, 10749]"
3386,The Seducers of Saint-Tropez,222268,1983-09-27,1.304576,"[10749, 35]"
3387,Space Battleship Yamato - Final Chapter,49734,1983-03-19,1.302636,"[16, 878]"
3388,Local Hero,11235,1983-02-17,1.299767,"[35, 18]"
3389,Gorky Park,8289,1983-12-15,1.295698,"[53, 80, 18]"
3390,Strange Brew,12921,1983-08-26,1.295466,[35]
3391,Never Cry Wolf,14280,1983-01-01,1.284893,"[28, 12, 18]"
3392,Sans Soleil,1563,1983-02-15,1.283279,[99]
3393,The Outsider,12504,1983-10-26,1.281595,"[28, 80, 18, 53]"
3394,The Last Battle,19184,1983-04-06,1.280815,"[28, 10769, 878, 53]"
3395,The Keep,26198,1983-12-16,1.277415,[27]
3396,À nos amours,2282,1983-11-16,1.274171,"[18, 10749]"
3397,Six Swedish Girls in Alps,264859,1983-01-01,1.27036,[35]
3398,Zelig,11030,1983-07-15,1.265838,[35]
3399,Losin' It,33676,1983-04-08,1.263563,[35]
3400,The Thing,1091,1982-06-25,5.651975,"[27, 878, 9648, 53]"
3401,Blade Runner,78,1982-06-25,5.610744,"[878, 18, 53]"
3402,E.T. the Extra-Terrestrial,601,1982-04-03,4.464369,"[878, 12, 10751, 14]"
3403,Love Strange Love,54989,1982-01-01,4.188365,[18]
3404,First Blood,1368,1982-10-22,3.320912,"[28, 12, 53, 10752]"
3405,White Dog,47955,1982-07-07,2.812509,"[27, 18, 53]"
3406,Poltergeist,609,1982-06-04,2.632077,[27]
3407,Cat People,6217,1982-04-02,2.58626,"[18, 14, 27, 53]"
3408,Conan the Barbarian,9387,1982-04-02,2.365128,"[12, 14, 28]"
3409,Rocky III,1371,1982-05-28,2.290191,[18]
3410,48 Hrs.,150,1982-12-07,2.273961,"[53, 28, 35, 80, 18]"
3411,The Last Unicorn,10150,1982-11-19,2.176094,"[14, 16, 10751]"
3412,An Officer and a Gentleman,2623,1982-07-28,2.136271,"[18, 10749]"
3413,Turkey Shoot,39899,1982-03-25,2.099211,"[27, 878]"
3414,1990: The Bronx Warriors,61755,1982-08-22,2.082471,"[28, 878]"
3415,A Midsummer Night's Sex Comedy,8288,1982-07-16,2.065303,"[35, 10749]"
3416,Tron,97,1982-07-09,2.050688,"[878, 28, 12]"
3417,The Dark Crystal,11639,1982-12-17,2.048299,[14]
3418,Star Trek II: The Wrath of Khan,154,1982-06-03,1.967235,"[878, 28, 12, 18, 53]"
3419,The King of Comedy,262,1982-12-18,1.908626,"[35, 18]"
3420,Gandhi,783,1982-11-30,1.889679,"[18, 36]"
3421,Zapped!,23943,1982-07-23,1.875627,[35]
3422,Annie,15739,1982-06-18,1.837111,"[35, 18, 10751, 10402]"
3423,Airplane II: The Sequel,2665,1982-12-10,1.832863,[35]
3424,Fast Times at Ridgemont High,13342,1982-08-13,1.807422,[35]
3425,Q,27726,1982-10-29,1.803012,"[18, 27, 14]"
3426,Pink Floyd: The Wall,12104,1982-07-14,1.78465,[10402]
3427,The Entity,24740,1982-09-30,1.784525,"[27, 9648, 53]"
3428,Halloween III: Season of the Witch,10676,1982-10-22,1.773845,"[27, 9648, 878]"
3429,The Secret of NIMH,11704,1982-06-17,1.770599,"[14, 16, 18, 10751]"
3430,Trail of the Pink Panther,9699,1982-12-03,1.765461,"[35, 80]"
3431,Evil Under the Sun,4193,1982-03-05,1.735191,"[53, 80, 9648, 18]"
3432,Things Are Tough All Over,20197,1982-08-04,1.704975,"[35, 28]"
3433,Tootsie,9576,1982-12-16,1.700148,"[35, 10749]"
3434,Sophie's Choice,15764,1982-12-08,1.641322,"[18, 10749]"
3435,Missing,15600,1982-02-12,1.611976,"[18, 36, 9648, 53]"
3436,Mazes and Monsters,27348,1982-12-27,1.594629,"[14, 18, 878]"
3437,Forbidden World,42251,1982-05-07,1.593736,"[27, 878]"
3438,Victor/Victoria,12614,1982-04-25,1.585573,"[35, 10402, 10749]"
3439,Aces Go Places,2644,1982-01-16,1.561202,"[28, 35]"
3440,Friday the 13th Part III,9728,1982-08-13,1.549344,"[27, 53]"
3441,Firefox,10724,1982-06-13,1.549254,"[878, 28, 12, 53]"
3442,Amityville II: The Possession,16235,1982-09-24,1.542731,[27]
3443,The Beach Girls,54803,1982-03-26,1.534955,[35]
3444,Fitzcarraldo,9343,1982-03-04,1.501179,"[28, 12, 18]"
3445,Deathtrap,17590,1982-03-19,1.491593,"[35, 80, 18, 9648, 10749, 53]"
3446,Dolap Beygiri,205056,1982-10-01,1.487209,"[35, 18]"
3447,Querelle,42135,1982-08-05,1.48234,[18]
3448,Blue Island,289790,1982-03-25,1.474179,[12]
3449,Banana Joe,11340,1982-03-24,1.464432,"[28, 35]"
3450,Dead Men Don't Wear Plaid,9442,1982-05-21,1.459719,"[35, 9648, 10749]"
3451,Night Shift,14742,1982-07-30,1.45905,[35]
3452,The Party 2,171,1982-12-08,1.423306,"[18, 10749, 35]"
3453,Still of the Night,32048,1982-11-19,1.409158,[53]
3454,Yılanı Öldürseler,302077,1982-03-01,1.391443,[18]
3455,Fanny & Alexander,5961,1982-12-17,1.384023,"[14, 18, 9648]"
3456,Diner,13776,1982-04-02,1.383306,"[35, 18]"
3457,Vincent,32085,1982-01-01,1.37639,"[16, 18, 14]"
3458,Yol,52556,1982-09-01,1.367026,"[18, 10749]"
3459,The Beastmaster,16441,1982-08-20,1.358625,"[28, 14]"
3460,Bomber,11614,1982-08-05,1.356467,"[28, 35, 18]"
3461,Death Wish 2,14373,1982-02-20,1.333345,"[28, 80, 53]"
3462,The Gendarme and the Gendarmettes,11915,1982-10-04,1.323773,[35]
3463,Bingo Bongo,62029,1982-12-23,1.318701,[35]
3464,Creepshow,16281,1982-11-12,1.312817,"[27, 35, 14]"
3465,The World According to Garp,11307,1982-08-13,1.301137,[35]
3466,Vice Squad,63460,1982-01-22,1.301126,"[28, 18, 9648, 53]"
3467,Ninja in the Dragon's Den,18813,1982-06-23,1.296099,"[28, 35]"
3468,Class of 1984,11564,1982-08-20,1.293124,"[28, 80, 18, 27, 53]"
3469,Dragon Lord,16407,1982-01-21,1.292181,"[28, 35]"
3470,Tenebre,29702,1982-10-28,1.290645,"[27, 9648, 53]"
3471,Caged Women,28574,1982-11-10,1.290583,"[28, 53]"
3472,Caligula Reincarnated As Nero,158622,1982-04-29,1.287565,[18]
3473,Station for Two,32336,1982-06-06,1.283284,"[18, 10749, 35]"
3474,Monty Python Live at the Hollywood Bowl,11949,1982-06-25,1.27879,[35]
3475,Time Masters,22501,1982-03-24,1.266045,"[16, 18, 10751, 878, 9648]"
3476,Butterfly,34697,1982-01-01,1.266037,"[80, 18]"
3477,Baal,145930,1982-02-02,1.265801,[18]
3478,Gauche the Cellist,41017,1982-01-23,1.260495,"[16, 10402]"
3479,Emmanuelle in the Country,59871,1982-01-01,1.258291,[35]
3480,Moonlighting,42134,1982-09-18,1.258249,[18]
3481,The Toy,23805,1982-12-10,1.258048,"[35, 10751]"
3482,"Ator, the Fighting Eagle",40075,1982-10-07,1.254309,"[12, 14, 28, 878, 10769]"
3483,Swamp Thing,17918,1982-02-19,1.253807,"[27, 878]"
3484,"Butcher, Baker, Nightmare Maker",67740,1982-02-24,1.251301,[27]
3485,Myriam,422479,1982-09-22,1.25,[18]
3486,The Scarlet Pimpernel,23615,1982-11-09,1.249048,"[28, 18, 10749, 10770]"
3487,The Last American Virgin,27088,1982-06-26,1.248815,[35]
3488,Quarter to Two Before Jesus Christ,49398,1982-10-05,1.247908,[35]
3489,The Girl from Trieste,64560,1982-10-28,1.247799,"[18, 53]"
3490,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,26730,1982-11-16,1.246672,"[16, 35, 10751]"
3491,The Man from Snowy River,24266,1982-03-02,1.245535,"[10751, 18, 28, 37, 10749]"
3492,The Pokrovsky Gates,37176,1982-01-01,1.239999,"[35, 18, 10749]"
3493,Hungry Wife and Hot Lover,121504,1982-06-06,1.238505,[35]
3494,Anak Sulung Tujuh Keturunan,244223,1982-01-01,1.23204,[18]
3495,Xtro,25834,1982-12-06,1.231757,"[878, 27]"
3496,The Executioner's Song,19373,1982-09-10,1.231661,"[80, 18]"
3497,Ivanhoe,39382,1982-02-23,1.228614,"[18, 36, 12]"
3498,Jekyll and Hyde ... Together Again,3028,1982-11-10,1.228331,"[35, 27, 878]"
3499,All By Myself: The Eartha Kitt Story,343922,1982-09-10,1.223171,[]
3500,Private Lessons,41280,1981-08-21,7.682113,"[10749, 35]"
3501,Hot Bubblegum,10582,1981-04-07,5.909571,"[18, 35, 10749]"
3502,Raiders of the Lost Ark,85,1981-06-12,5.517716,"[12, 28]"
3503,Two Queens and One Consort,80992,1981-10-01,4.252277,[18]
3504,The Evil Dead,764,1981-10-15,4.226878,[27]
3505,Mad Max 2: The Road Warrior,8810,1981-12-24,3.142729,"[12, 28, 53, 878]"
3506,For Your Eyes Only,699,1981-06-23,2.879253,"[12, 28, 53]"
3507,Thief,11524,1981-03-27,2.478831,"[28, 80, 18, 53]"
3508,The Howling,11298,1981-04-03,2.433627,"[18, 27]"
3509,The Beyond,19204,1981-04-22,2.395425,[27]
3510,Scanners,9538,1981-01-14,2.392677,"[27, 878, 53]"
3511,Escape from New York,1103,1981-05-22,2.357606,"[878, 28]"
3512,Das Boot,387,1981-09-16,2.314239,"[28, 18, 36, 10752, 12]"
3513,The Fox and the Hound,10948,1981-07-10,2.270505,"[12, 16, 18, 10751]"
3514,An American Werewolf in London,814,1981-08-21,2.111567,"[27, 35]"
3515,The Great Muppet Caper,14900,1981-06-26,2.060224,"[80, 10751, 35]"
3516,Heavy Metal,11827,1981-08-07,2.043472,"[16, 878]"
3517,Gallipoli,11646,1981-08-13,1.917083,"[12, 10752, 18, 36]"
3518,History of the World: Part I,10156,1981-06-12,1.90409,[35]
3519,Clash of the Titans,10323,1981-03-15,1.890442,"[12, 14, 10751]"
3520,Blow Out,11644,1981-07-24,1.86391,"[18, 9648, 53]"
3521,Chariots of Fire,9443,1981-05-15,1.854547,"[18, 36]"
3522,Ghost Story,24634,1981-12-18,1.839745,"[18, 27, 53]"
3523,Game of Death II,48773,1981-03-21,1.837531,"[18, 28]"
3524,Cutter's Way,31593,1981-03-19,1.808303,"[18, 9648, 53, 80]"
3525,Quest for Fire,62204,1981-12-15,1.75831,"[12, 18]"
3526,Eye of the Needle,10863,1981-07-24,1.751736,"[28, 18, 10749, 53]"
3527,Absence of Malice,19429,1981-12-18,1.74973,"[18, 10749, 53]"
3528,Omen III: The Final Conflict,10768,1981-03-20,1.726986,"[18, 27, 53]"
3529,A Friend Is a Treasure,6399,1981-12-09,1.716873,"[28, 12, 35]"
3530,The Professional,1672,1981-10-21,1.71497,"[28, 12, 53]"
3531,Caligula and Messalina,40084,1981-01-01,1.713793,"[36, 10749]"
3532,Reds,18254,1981-12-25,1.699169,"[18, 36]"
3533,Escape to Victory,17360,1981-06-17,1.68803,"[28, 18]"
3534,The Postman Always Rings Twice,11027,1981-03-20,1.681767,"[10749, 80, 18]"
3535,Halloween II,11281,1981-10-30,1.681287,"[27, 53]"
3536,Christiane F.,9589,1981-04-01,1.673497,[18]
3537,The Prodigal Daughter,63174,1981-03-25,1.651905,[18]
3538,Beau Pere,42337,1981-09-15,1.625348,"[18, 10749]"
3539,Taps,10627,1981-12-20,1.615847,[18]
3540,Porky's,10246,1981-11-13,1.610097,[35]
3541,Friday the 13th Part 2,9725,1981-05-01,1.609231,"[27, 53]"
3542,Day Dream,185090,1981-01-01,1.605113,"[18, 14, 27]"
3543,Mommie Dearest,15660,1981-09-18,1.601405,[18]
3544,Outland,10540,1981-05-22,1.592615,[878]
3545,Arthur,13665,1981-07-17,1.585862,"[35, 18, 10749]"
3546,Caveman,18905,1981-04-17,1.584389,"[35, 12]"
3547,Ace,37765,1981-01-01,1.574539,[35]
3548,Stripes,10890,1981-06-25,1.572794,"[28, 35]"
3549,Time Bandits,36819,1981-07-13,1.552446,"[10751, 14, 878, 12, 35]"
3550,The Four Seasons,25113,1981-05-22,1.550004,"[35, 18, 10749]"
3551,Fruits of Passion,64252,1981-06-03,1.520235,[18]
3552,The Birth,397770,1981-05-16,1.518243,[99]
3553,Body Heat,14412,1981-08-28,1.512465,"[18, 53, 80, 10749]"
3554,Nice Dreams,20075,1981-07-24,1.509203,[35]
3555,Happy Birthday to Me,37936,1981-05-15,1.493733,"[18, 27, 53, 9648]"
3556,On Golden Pond,11816,1981-12-04,1.489464,[18]
3557,Southern Comfort,12528,1981-09-25,1.479805,"[28, 80, 18, 36, 53]"
3558,Excalibur,11527,1981-04-10,1.464112,"[14, 12]"
3559,Possession,21484,1981-05-27,1.461451,"[18, 27]"
3560,Knock on Wood,19123,1981-03-01,1.451097,"[35, 80, 12]"
3561,Nighthawks,21610,1981-03-17,1.438419,"[28, 80, 53]"
3562,My Dinner with André,25468,1981-10-11,1.4326,"[35, 18]"
3563,"Така Пізня, Така Тепла Осінь",124028,1981-01-01,1.431723,[]
3564,The House by the Cemetery,28794,1981-08-14,1.421736,[27]
3565,Dragonslayer,848,1981-06-26,1.405771,[14]
3566,Madly in Love,11441,1981-12-18,1.389202,[35]
3567,Vabank,22257,1981-01-01,1.38057,"[80, 35]"
3568,Office Lady Rope Slave,185086,1981-01-23,1.379926,[]
3569,Treasure of the Yankee Zephyr,86295,1981-11-28,1.379879,"[28, 12, 18]"
3570,Tuppen,29862,1981-09-03,1.375939,[35]
3571,A Documentary on the Making of 'Gore Vidal's Caligula',261458,1981-01-01,1.369681,"[99, 36]"
3572,The Hand,42149,1981-04-24,1.34801,"[18, 27, 53]"
3573,Ragtime,25566,1981-11-20,1.347119,[18]
3574,Trickster,148723,1981-10-01,1.345657,[35]
3575,"Tarzan, the Ape Man",26325,1981-08-07,1.340876,"[12, 28, 35]"
3576,"Doraemon: The Record of Nobita, Spaceblazer",162103,1981-03-14,1.337966,[16]
3577,The Funhouse,13555,1981-03-13,1.337098,[27]
3578,Endless Love,19114,1981-07-17,1.336692,"[10749, 18]"
3579,The Cannonball Run,11286,1981-06-19,1.336612,[35]
3580,The Bunker,41407,1981-01-27,1.335214,"[18, 10752, 10770]"
3581,Desirable Teacher,103122,1981-09-19,1.322306,[35]
3582,Diva,4485,1981-03-11,1.320327,"[28, 18, 10402, 53]"
3583,The Woman Next Door,12579,1981-09-30,1.31963,"[10749, 18]"
3584,The French Lieutenant's Woman,12537,1981-08-28,1.319536,"[18, 10749]"
3585,Lion of the Desert,26843,1981-04-17,1.307627,"[28, 36, 10752]"
3586,Lady Chatterley's Lover,35685,1981-06-29,1.307502,"[18, 10749]"
3587,Death Hunt,26444,1981-05-22,1.305782,"[28, 18]"
3588,"Eros, the God of Love",195487,1981-08-21,1.28783,"[18, 10749]"
3589,Oh Beautiful Istanbul,285162,1981-01-02,1.286838,[]
3590,My wife goes back to school,82074,1981-01-01,1.274662,[35]
3591,Coup de Torchon,35797,1981-11-04,1.270905,[18]
3592,Venom,30789,1981-11-28,1.268969,"[27, 53]"
3593,Porno Holocaust,40162,1981-01-01,1.266209,[27]
3594,Wolfen,10725,1981-07-24,1.26211,"[18, 27, 53]"
3595,Cannibal Ferox,8691,1981-04-24,1.259478,"[12, 27]"
3596,Choice of Arms,42145,1981-03-06,1.259328,"[80, 18]"
3597,Prince of the City,32047,1981-08-20,1.256654,"[18, 53, 80]"
3598,Tree of Knowledge,16029,1981-06-06,1.254028,[18]
3599,...All the Marbles,30709,1981-10-16,1.2531,"[28, 35, 18, 10749]"
3600,The Empire Strikes Back,1891,1980-05-17,5.555499,"[12, 28, 878]"
3601,The Shining,694,1980-05-22,4.217498,"[27, 53]"
3602,Airplane!,813,1980-07-02,3.007018,"[35, 10749]"
3603,Raging Bull,1578,1980-11-14,2.62267,[18]
3604,The Blue Lagoon,5689,1980-07-05,2.420441,"[10749, 12, 18]"
3605,Brubaker,1623,1980-06-20,2.411937,"[80, 18]"
3606,Somewhere in Time,16633,1980-10-02,2.293404,"[878, 18, 14, 10749]"
3607,Friday the 13th,4488,1980-05-09,2.267835,[27]
3608,The Taming of the Scoundrel,10986,1980-12-20,2.228918,[35]
3609,The Blues Brothers,525,1980-06-17,2.192468,"[10402, 35, 28, 80]"
3610,The Hearse,53950,1980-06-01,2.071339,"[27, 9648, 18]"
3611,The Party,166,1980-01-01,2.061775,"[18, 10749, 35]"
3612,Stir Crazy,21629,1980-12-12,2.059915,[35]
3613,The Elephant Man,1955,1980-10-03,2.046051,"[18, 36]"
3614,Cheech & Chong's Next Movie,13612,1980-07-18,2.017902,"[28, 12, 35]"
3615,Tranquille donne di campagna,332291,1980-03-24,2.009432,[]
3616,American Gigolo,2768,1980-02-08,1.977181,"[53, 18, 80, 10749]"
3617,Caddyshack,11977,1980-07-25,1.92928,[35]
3618,The Amorous Sisters,197786,1980-11-28,1.891467,[35]
3619,The Changeling,13550,1980-03-27,1.882752,"[27, 53]"
3620,Superman II,8536,1980-12-04,1.873743,"[28, 12, 14, 878]"
3621,Used Cars,14475,1980-07-11,1.848196,"[28, 35]"
3622,Secrets of a French Maid,292824,1980-01-18,1.789627,[35]
3623,Ordinary People,16619,1980-09-19,1.767051,[18]
3624,City of the Living Dead,24920,1980-08-11,1.747869,[27]
3625,The Final Countdown,8738,1980-01-31,1.732268,"[28, 878]"
3626,Flash Gordon,3604,1980-09-01,1.725666,[878]
3627,The Fog,790,1980-02-08,1.71092,[27]
3628,The Mirror Crack'd,6028,1980-09-19,1.632489,"[80, 53, 9648]"
3629,Tender Cousins,73134,1980-11-19,1.615879,"[18, 10749]"
3630,Gloria,10889,1980-10-01,1.602232,"[18, 28, 53, 80]"
3631,Spetters,40072,1980-02-28,1.58598,"[18, 10749]"
3632,The Dogs of War,20681,1980-12-17,1.553772,"[53, 28, 12]"
3633,Urban Cowboy,17496,1980-06-06,1.550164,"[18, 10749]"
3634,The Octagon,24825,1980-08-14,1.53748,"[12, 28, 53]"
3635,Little Darlings,27458,1980-03-21,1.526741,"[35, 18]"
3636,Cruising,27958,1980-09-23,1.490989,"[28, 18, 27, 9648, 53]"
3637,Cannibal Holocaust,8689,1980-02-07,1.487421,"[12, 27]"
3638,The Sea Wolves,19664,1980-07-03,1.480473,"[10752, 28, 53]"
3639,Dressed to Kill,11033,1980-06-25,1.469521,"[27, 9648, 53]"
3640,Motel Hell,30924,1980-08-14,1.469038,"[35, 27]"
3641,Smokey and the Bandit II,12705,1980-08-15,1.4622,"[28, 35]"
3642,Mother's Day,14929,1980-09-19,1.447862,"[28, 35, 27]"
3643,Super Fuzz,11333,1980-09-18,1.435666,"[14, 28, 35, 878]"
3644,The Young Master,11563,1980-02-09,1.413277,"[28, 35]"
3645,A Fêmea do Mar,259545,1980-11-12,1.404711,[18]
3646,Popeye,11335,1980-12-12,1.404018,"[28, 12, 35, 10751, 10402]"
3647,Hawk the Slayer,25628,1980-08-27,1.396989,"[14, 28, 12, 878]"
3648,The Rascals,204897,1980-02-27,1.395188,[35]
3649,Caged Women,91865,1980-03-28,1.379276,"[28, 18, 12]"
3650,Alligator,33518,1980-07-02,1.377596,"[27, 878, 53]"
3651,Devil Hunter,84362,1980-12-05,1.365082,[27]
3652,Bronco Billy,21866,1980-06-11,1.363688,"[28, 35, 18, 10749, 37]"
3653,Death Watch,3418,1980-01-23,1.357356,"[18, 878]"
3654,Fame,3537,1980-05-16,1.356256,[18]
3655,Xanadu,15668,1980-08-08,1.354998,"[14, 10402, 10749]"
3656,The Missing Link,48279,1980-05-21,1.353506,"[16, 35, 18]"
3657,Inferno,16395,1980-02-07,1.3388,"[27, 53]"
3658,Forbidden Zone,16127,1980-03-21,1.336909,"[35, 14]"
3659,Kagemusha,11953,1980-04-26,1.333611,"[28, 18, 36, 10752]"
3660,Lulu,181719,1980-11-07,1.33252,[18]
3661,Altered States,11542,1980-12-25,1.32229,"[9648, 18, 14, 878, 53, 27]"
3662,Seems Like Old Times,28124,1980-12-19,1.322078,"[35, 10749]"
3663,The Gods Must Be Crazy,8393,1980-09-10,1.321456,"[28, 35]"
3664,Ashwaradham,330548,1980-12-24,1.319467,"[18, 10749]"
3665,The Watcher in the Woods,21970,1980-04-17,1.319359,"[14, 27, 53, 878, 9648, 10751]"
3666,The Return of the King,1361,1980-05-11,1.318082,"[16, 10751, 14]"
3667,Stardust Memories,11337,1980-09-26,1.313527,"[35, 18, 10749]"
3668,Coal Miner's Daughter,16769,1980-03-07,1.313416,"[18, 10402]"
3669,City of Women,11936,1980-03-28,1.3109,"[35, 18]"
3670,The Last Metro,1716,1980-09-17,1.309496,"[18, 10749, 10752]"
3671,Madicken of June Hill,8445,1980-07-07,1.306405,"[35, 10751]"
3672,Galaxina,33155,1980-06-06,1.300186,"[35, 878]"
3673,The Grim Reaper,5424,1980-08-07,1.299042,[27]
3674,The Long Riders,14729,1980-05-12,1.291316,"[37, 36]"
3675,Any Which Way You Can,17169,1980-12-17,1.291052,"[28, 12, 35]"
3676,The Stunt Man,42160,1980-06-27,1.290897,"[28, 35, 18, 53]"
3677,Six Swedish Girls at a Pump,99361,1980-09-19,1.288568,[35]
3678,Roadie,21024,1980-06-13,1.286424,"[35, 10402]"
3679,Why Did You Pick On Me?,11039,1980-12-11,1.285827,"[35, 878]"
3680,Christmas Evil,27230,1980-11-01,1.284473,"[18, 27]"
3681,House on the Edge of the Park,28679,1980-11-06,1.283168,"[27, 53]"
3682,Without Warning,44932,1980-09-26,1.279762,"[878, 27]"
3683,The Long Good Friday,14807,1980-11-01,1.276265,"[80, 18, 28, 53]"
3684,Le Guignolo,12541,1980-03-26,1.273871,"[28, 35]"
3685,The Exterminator,37835,1980-09-10,1.273392,"[28, 53, 80, 18]"
3686,Moscow Does Not Believe in Tears,21028,1980-02-11,1.269749,"[18, 35, 10749]"
3687,The Kid With A Tattoo,67003,1980-06-17,1.265669,"[28, 10769]"
3688,The True Story of the Nun of Monza,69570,1980-07-03,1.261835,[]
3689,Umbrella Coup,60194,1980-10-08,1.261711,[35]
3690,Scruffy,51041,1980-10-04,1.255408,"[16, 12, 35, 18, 10751, 14, 10749]"
3691,Wife's Sexual Fantasy Before Husband's Eyes,349186,1980-10-22,1.252283,"[18, 28]"
3692,Little Lord Fauntleroy,38602,1980-11-25,1.251133,"[10770, 10751, 18]"
3693,The Hunter,5922,1980-08-01,1.246578,"[28, 18, 53]"
3694,On Fertile Soil,329165,1980-01-02,1.242402,[]
3695,Humanoids from the Deep,29343,1980-05-01,1.236874,"[27, 878]"
3696,Emmanuelle: Queen of Sados,40108,1980-03-12,1.236391,"[80, 18]"
3697,White Cannibal Queen,104973,1980-09-15,1.234343,"[18, 27]"
3698,The Big Brawl,19267,1980-09-10,1.23231,"[28, 35]"
3699,Herbie Goes Bananas,12129,1980-06-25,1.229959,"[14, 35, 10751, 12]"
3700,Alien,348,1979-05-25,6.20074,"[27, 28, 53, 878]"
3701,Apocalypse Now,28,1979-08-15,4.361147,"[18, 10752]"
3702,Mad Max,9659,1979-04-12,3.993363,"[12, 28, 53, 878]"
3703,Beneath the Valley of the Ultra-Vixens,5157,1979-05-11,3.202521,[35]
3704,Dracula,33521,1979-07-20,2.944194,"[27, 10749]"
3705,Moonraker,698,1979-06-26,2.734889,"[28, 12, 53, 878]"
3706,Caligula,9453,1979-01-21,2.704828,"[18, 36, 10749]"
3707,Life of Brian,583,1979-08-16,2.663198,[35]
3708,Mimi,80430,1979-06-06,2.289227,[18]
3709,Star Trek: The Motion Picture,152,1979-12-06,2.163253,"[878, 12, 9648]"
3710,Rocky II,1367,1979-06-15,2.079116,[18]
3711,Escape from Alcatraz,10734,1979-06-22,2.076294,"[80, 18]"
3712,The Onion Field,33831,1979-09-09,2.017076,"[80, 18]"
3713,Duke of Earl,211264,1979-07-13,2.016571,"[28, 80, 18]"
3714,Being There,10322,1979-12-19,1.963347,"[35, 18]"
3715,Manhattan,696,1979-04-25,1.837416,"[35, 18, 10749]"
3716,Lupin the Third: The Castle of Cagliostro,15371,1979-12-15,1.830289,"[12, 16, 35]"
3717,Stalker,1398,1979-04-16,1.817948,"[18, 878, 53]"
3718,Kramer vs. Kramer,12102,1979-12-18,1.803772,[18]
3719,Zulu Dawn,18061,1979-05-14,1.76377,"[12, 18, 36, 10752]"
3720,10,9051,1979-10-04,1.708987,"[35, 10749]"
3721,1941,11519,1979-12-13,1.701566,"[28, 35]"
3722,The Warriors,11474,1979-02-08,1.683811,"[28, 12, 80, 18, 53]"
3723,When a Stranger Calls,45964,1979-10-26,1.652551,"[27, 53]"
3724,French Fried Vacation 2,33701,1979-11-22,1.612573,[35]
3725,The First Great Train Robbery,11583,1979-01-25,1.608192,"[53, 12, 18, 80]"
3726,I'm for the Hippopotamus,9031,1979-11-30,1.604777,"[12, 28, 35]"
3727,The Black Stallion,17264,1979-10-17,1.600477,"[12, 10751]"
3728,Hardcore,42172,1979-02-09,1.586464,"[80, 18, 53]"
