,genre_ids,ids,popularity,release_date,title,vote_average
9235,99,377193,1.006195,2016-01-12,THE SIMON´S JIGSAW,0.0
9236,53,377200,1.096611,2016-02-05,Under the Pyramid,0.0
9237,99,381022,1.007129,2016-03-14,Goodnight Brooklyn - The Story of Death By Audio,0.0
9238,99,381026,1.007335,2016-03-12,Look & See: A Portrait of Wendell Berry,0.0
9239,0,381525,1.012864,2016-01-27,WiNWiN,0.0
9240,0,400706,1.005286,2016-01-08,Chhota Bheem Himalayan Adventure,0.0
9241,0,400708,1.005144,2016-01-01,Chitram Bhalare Vichitram,0.0
9242,0,400720,1.00587,2016-02-26,Raju Gari Intlo 7va Roju,0.0
9243,0,400721,1.008397,2016-01-29,Lacchimdeviki O Lekkundi,0.0
9244,18,400722,1.024348,2016-06-02,72 Hours: A Brooklyn Love Story?,0.0
9245,35,400733,1.026519,2016-12-31,Man in Ceiling,0.0
9246,18,400735,1.007576,2016-05-22,Unfocused,0.0
9247,10402,400752,1.007055,2016-05-01,The Little King,0.0
9248,0,400763,1.011513,2016-01-29,Seethamma Andalu Ramayya Sitralu,0.0
9249,0,400771,1.02679,2016-10-30,Chikkiku Chikkikichu,0.0
9250,99,400790,1.01238,2016-05-22,Last Men Standing,0.0
9251,27,401320,1.005883,2016-02-20,The Devil's Lettuce,0.0
9252,99,401339,1.00815,2016-06-12,Lobanovskiy Forever,0.0
9253,0,401349,1.007821,2016-04-27,Count,0.0
9254,0,401360,1.011417,2016-06-12,RPW: Angle vs. Sabre Jr.,0.0
9255,18,395717,1.006,2016-03-01,Hakodate Coffee,0.0
9256,0,401367,1.008103,2016-06-09,PROGRESS Chapter 30: Super Strong Style Sixteen (Day 1),0.0
9257,0,401370,1.008187,2016-06-09,AAA: Lucha Libre World Cup 2016 (Day Two),0.0
9258,0,400840,1.116325,2016-04-14,GOOD TAKE!,0.0
9259,18,400877,1.039522,2016-08-18,Viewfinder,0.0
9260,99,382136,1.008684,2016-02-21,Spring Forward,0.0
9261,28,382163,1.417179,2016-05-07,Maniac Hero,0.0
9262,10770,384796,1.00767,2016-01-31,Zločin v Polné,0.0
9263,99,381637,1.006809,2016-01-31,De Waarneming,0.0
9264,99,381639,1.006786,2016-01-30,El Viento Sabe Que Vuelvo A Casa,0.0
9265,18,384799,1.013133,2016-09-04,Demi,0.0
9266,80,382195,1.015969,2016-02-11,Der Bozen-Krimi: Herz-Jesu-Blut,0.0
9267,35,382200,1.177951,2016-07-02,Setoutsumi,0.0
9268,99,373627,1.005921,2016-01-01,The Send-Off,0.0
9269,16,373632,1.016563,2016-11-01,Ginger & Snapper,0.0
9270,18,382735,1.006605,2016-02-04,Laugh Lines,0.0
9271,0,382797,1.006602,2016-02-15,Impossible Exchange,0.0
9272,0,385333,1.006977,2016-03-07,Vallarta,0.0
9273,16,385350,1.024489,2016-03-16,Six Portraits of Clara Schumann,0.0
9274,0,385374,1.008588,2016-03-02,Let it Be,0.0
9275,53,385378,1.013181,2016-02-16,Deadly Famous,0.0
9276,16,385388,1.20681,2016-03-04,Ted Sieger's Molly Monster - Der Kinofilm,0.0
9277,0,385391,1.006902,2016-02-29,Wilhemina's War,0.0
9278,18,385393,1.005987,2016-01-07,Familiar Circles,0.0
9279,14,385397,1.065192,2016-04-29,Pali Road,0.0
9280,0,382803,1.006591,2016-02-15,Daisy,0.0
9281,0,382807,1.006995,2016-02-04,Match Girl,0.0
9282,18,382808,1.023523,2016-02-13,Meteor Street,0.0
9283,18,382844,1.010233,2016-02-13,Hotel Copain,0.0
9284,0,382853,1.006591,2016-02-15,Small Fish,0.0
9285,10770,382865,1.006918,2016-02-20,Making the James Webb Space Telescope.,0.0
9286,18,382873,1.077367,2016-03-04,On the Other Side,0.0
9287,18,382899,1.042416,2016-01-27,Mother,0.0
9288,18,374206,1.017306,2016-04-02,Tamayura: Sotsugyou Shashin Part 4 - Ashita,0.0
9289,80,378968,1.017654,2016-04-06,NSU: German History X - The Investigators,0.0
9290,80,381839,1.013423,2016-02-26,Echo From The Past,0.0
9291,0,385960,1.016299,2016-03-04,Loretta Lynn: Still a Mountain Girl,0.0
9292,18,385976,1.007576,2016-03-05,Diana,0.0
9293,0,384035,1.00756,2016-02-14,Expired,0.0
9294,18,383929,1.030306,2016-02-20,Pisara,0.0
9295,9648,383931,1.014081,2016-02-20,Beyond That Door,0.0
9296,18,383932,1.006915,2016-02-21,Ang Sugarol,0.0
9297,53,383936,1.008106,2016-02-26,Atras,0.0
9298,0,383951,1.007954,2016-02-14,Tay Man,0.0
9299,99,389523,1.006966,2016-03-08,The Will to Fly,0.0
9300,35,393266,1.069248,2016-04-21,Porzingod,0.0
9301,99,393267,1.011004,2016-04-01,Billy Connolly's Tracks Across America,0.0
9302,99,393273,1.007788,2016-04-17,St Marys School Euro Trip 2012,0.0
9303,18,393297,1.021984,2016-02-20,Padre de Familia,0.0
9304,0,384404,1.006573,2016-02-10,A Very Heavy Agenda Part 2: How We Learned To Stop Worrying and Love the New Neocons,0.0
9305,35,394221,1.008072,2016-04-27,Withdrawal,0.0
9306,9648,384442,1.006755,2016-02-23,Gritos da Noite,0.0
9307,18,384463,1.008527,2016-02-28,A Hundred Times Spring,0.0
9308,0,384475,1.01504,2016-03-07,Bath of Life,0.0
9309,0,384476,1.007097,2016-03-07,Nueva Venecia,0.0
9310,0,394709,1.011639,2016-04-29,KONELĪNE: our land beautiful,0.0
9311,27,389715,1.006413,2016-02-02,The Sunken Convent,0.0
9312,18,384485,1.023448,2016-02-24,Die Akte General,0.0
9313,99,397346,1.008472,2016-05-13,Cervantes. La búsqueda,0.0
9314,80,384496,1.010747,2016-02-18,Begierde - Jäger in der Nacht,0.0
9315,0,394298,1.005573,2016-02-03,2Doc: de Arabische Storm 2 Geloof in Geweld,0.0
9316,99,389729,1.017123,2016-03-10,Unknown Refugee,0.0
9317,28,397366,1.162504,2016-05-21,Mobile Suit Gundam: The Origin III - Dawn of Rebellion,0.0
9318,0,389735,1.007741,2016-04-14,Die! Sitter! Die! : Rupert,0.0
9319,18,393852,1.008061,2016-04-22,Mrs.,0.0
9320,18,394767,1.013918,2016-06-06,The View from Tall,0.0
9321,18,397367,1.016232,2016-05-06,Dear Dad,0.0
9322,9648,397373,1.028427,2016-09-01,Comic Sans,0.0
9323,99,394430,1.006918,2016-04-10,Women Outward Bound,0.0
9324,99,397904,1.009474,2016-01-24,RetroAhoy: Doom,0.0
9325,99,397905,1.007669,2016-05-13,RetroAhoy: Quake,0.0
9326,99,390319,1.064614,2016-04-14,Tickling Giants,0.0
9327,0,394443,1.010512,2016-04-24,The Dream of Bottom,0.0
9328,0,394446,1.006901,2016-04-24,Splotch,0.0
9329,0,394447,1.006901,2016-04-24,Track,0.0
9330,53,394448,1.157086,2016-05-28,Himeanole,0.0
9331,18,397926,1.006736,2016-04-16,Valentina,0.0
9332,99,394486,1.013311,2016-04-03,Life in the Air,0.0
9333,35,390353,1.096195,2016-04-28,Traceroute,0.0
9334,0,395380,1.006143,2016-03-09,Demented,0.0
9335,18,395387,1.011277,2016-07-27,And That's It.,0.0
9336,99,397967,1.018125,2016-09-11,Cuentas pendientes,0.0
9337,18,390377,1.012021,2016-03-15,Come Unto Me,0.0
9338,99,390393,1.00675,2016-04-16,Check It,0.0
9339,53,390397,1.01187,2016-03-15,The Lamb,0.0
9340,0,378336,1.006425,2016-01-30,22nd Annual Screen Actors Guild Awards,0.0
9341,53,378340,1.019469,2016-07-31,Mein sind deine Kinder,0.0
9342,99,382202,1.026082,2016-03-11,Blackhearts,0.0
9343,0,382233,1.013705,2016-02-29,He Who Stands In Opposition,0.0
9344,10751,385340,1.012164,2016-08-04,Un caballo llamado elefante,0.0
9345,16,385347,1.008643,2016-03-16,Before Love,0.0
9346,16,385348,1.011133,2016-03-16,Ticking Away,0.0
9347,18,382251,1.009513,2016-02-12,Whale Shark,0.0
9348,878,382254,1.037886,2016-04-23,The Sun,0.0
9349,9648,382261,1.044638,2016-06-25,Double Life,0.0
9350,0,385929,1.013899,2016-03-10,Murder: Lost Weekend,0.0
9351,18,385932,1.040925,2016-12-02,Reaper,0.0
9352,99,385933,1.023919,2016-07-09,Room Full of Spoons,0.0
9353,0,381847,1.046089,2016-02-05,"Freelance Wrestling Presents ""The Scene is Dead, Long Live the Scene""",0.0
9354,18,385999,1.006929,2016-03-04,Creedmoria,0.0
9355,80,384045,1.010087,2016-07-01,Der Kroatien Krimi: Der Teufel von Split,0.0
9356,99,383944,1.027831,2016-03-04,The Moment: Fifty Years of Golden Horse,0.0
9357,18,375408,1.093257,2016-01-31,Zeit für Frühling,0.0
9358,0,375439,1.005171,2016-01-01,Inside Out: Outside Edition,0.0
9359,0,387110,1.006408,2016-01-30,CHIKARA 5 Senses,0.0
9360,0,390966,1.006004,2016-03-04,James,0.0
9361,0,396655,1.007187,2016-05-07,Invicta FC 17: Evinger vs. Schneider,0.0
9362,18,396659,1.007669,2016-05-13,Bombay Goa Express,0.0
9363,0,386824,1.006413,2016-02-02,Two Bellmen Two,0.0
9364,99,396679,1.007044,2016-05-01,The Wonderful Kingdom of Papa Alaev,0.0
9365,53,399169,1.027885,2016-12-31,Kaleidoscope,0.0
9366,10749,386871,1.233026,2016-02-25,Voyeurism,0.0
9367,0,399188,1.013758,2016-05-27,Ostitto,0.0
9368,0,387435,1.037715,2016-08-13,Dear Angelica,0.0
9369,0,396829,1.011264,2016-05-01,Remember,0.0
9370,0,396831,1.006861,2016-04-20,Longing for Wilderness,0.0
9371,53,396862,1.051609,2016-09-29,Golden Five,0.0
9372,99,397162,1.006861,2016-04-21,Meu Nome é Jacque,0.0
9373,16,397172,1.016475,2016-02-03,Cavemen - The Communication,0.0
9374,0,396883,1.006186,2016-03-16,Kola Mass,0.0
9375,18,396890,1.007654,2016-04-10,Fighting for Death,0.0
9376,28,397204,1.015394,2016-07-05,Six Gun Savior,0.0
9377,0,397209,1.010296,2016-05-05,The Moment,0.0
9378,0,397231,1.007144,2016-05-02,Theatre of the Mind,0.0
9379,0,397241,1.007033,2016-04-27,6x9: A Virtual Experience of Solitary Confinement,0.0
9380,0,397245,1.007147,2016-05-03,Seize the Night,0.0
9381,99,397256,1.008364,2016-05-04,Rudy & Des,0.0
9382,16,397267,1.009004,2016-05-10,3 Little Pigs and the Magic Lamp,0.0
9383,0,397293,1.007452,2016-05-17,The Removals,0.0
9384,0,392102,1.006843,2016-04-09,Following Seas,0.0
9385,99,392107,1.010608,2016-04-16,SHU-DE! Let's Go,0.0
9386,10749,392144,1.090969,2016-04-07,Calendar Girl,0.0
9387,18,392146,1.01154,2016-04-08,Reeperbahn,0.0
9388,18,392147,1.006585,2016-04-07,A Bruta Flor do Querer,0.0
9389,99,392178,1.009765,2016-04-30,Escapes,0.0
9390,99,392180,1.00834,2016-04-28,The Joneses,0.0
9391,18,399735,1.023544,2016-10-01,Wenn es Liebe ist,0.0
9392,10751,399781,1.008875,2016-05-19,Daddy's back,0.0
9393,99,397706,1.007645,2016-05-10,$5 at the Door,0.0
9394,0,397713,1.006144,2016-03-11,Colapso,0.0
9395,18,388021,1.042642,2016-11-17,Radio Home,0.0
9396,0,397747,1.008563,2016-05-15,Blind Guardian: [2016] Rock Hard Festival,0.0
9397,0,397752,1.017481,2016-05-15,Riot: [2016] Rock Hard Festival,0.0
9398,0,388043,1.304374,2016-01-01,Hey Duggee: The Super Squirrel Badge & Other Stories,0.0
9399,99,397776,1.010092,2016-04-14,Cría Brava,0.0
9400,0,397787,1.00733,2016-05-13,Destruction: [2016] Rock Hard Festival,0.0
9401,99,392734,1.045755,2016-07-29,Jeremiah Tower: The Last Magnificent,0.0
9402,27,397797,1.020619,2016-05-12,Nutsack Pt. 1: Lucifer's Cosmonauts,0.0
9403,0,398013,1.006751,2016-04-14,L'île aux femmes,0.0
9404,16,400343,1.012164,2016-05-26,Lunette,0.0
9405,10402,392782,1.006286,2016-03-18,Club Awards 2016,0.0
9406,99,392784,1.005615,2016-02-08,Ainda Não Acabámos: Como Se Fosse Uma Carta,0.0
9407,99,392786,1.020397,2016-04-15,Överlevarna - det tionde året,0.0
9408,35,392798,1.016436,2016-03-01,Was kostet die Liebe? - Ein Großstadtmärchen,0.0
9409,10749,398075,1.006718,2016-04-13,Conociendo a Luisma,0.0
9410,18,398410,1.098091,2016-08-19,Radha,0.0
9411,99,398321,1.00957,2016-04-24,All the World's a Screen - Shakespeare on Film,0.0
9412,35,388619,1.015583,2016-04-20,The Last Ride,0.0
9413,35,398351,1.026781,2016-09-01,Pepo Pa'l Senado,0.0
9414,35,398368,1.123263,2016-06-30,The 90 Minute War,0.0
9415,18,398455,1.008126,2016-04-09,To Keep the Light,0.0
9416,0,398380,1.007433,2016-05-15,In the Year of Monkey,0.0
9417,0,398459,1.007442,2016-05-17,Ascension,0.0
9418,0,398394,1.007442,2016-05-17,Limbo,0.0
9419,35,398633,1.007987,2016-05-21,Dan Soder: Not Special,0.0
9420,0,399628,1.01248,2016-05-27,"Où en êtes-vous, Jean-Marie Straub ?",0.0
9421,0,399629,1.010399,2016-05-20,Léthé,0.0
9422,99,399637,1.00702,2016-04-28,The Freedom to Marry,0.0
9423,0,399641,1.063962,2016-09-17,BearCity 3,0.0
9424,27,389856,1.00805,2016-04-05,Laundry Man,0.0
9425,35,402106,1.019755,2016-06-12,Michael Shøt - YtringsPligt,0.0
9426,0,394511,1.01071,2016-04-25,Storage Locker 181,0.0
9427,18,399850,1.005991,2016-02-16,Another City,0.0
9428,0,399861,1.007616,2016-05-26,La Fille du Bunker,0.0
9429,0,399869,1.005718,2016-02-15,Le Gouffre,0.0
9430,0,402149,1.008575,2016-06-11,O Estranho Caso de Ezequiel,0.0
9431,0,402170,1.008539,2016-06-14,Prinsessia Superbasiel,0.0
9432,0,402180,1.006442,2016-03-31,Os Love,0.0
9433,0,402183,1.010278,2016-07-03,Le goût des choux de Bruxelles,0.0
9434,16,402184,1.009842,2016-07-03,Belle comme un coeur,0.0
9435,0,402705,1.00687,2016-04-23,Golden,0.0
9436,12,402712,1.141302,2016-07-13,Manifest Destiny: The Lewis & Clark Musical Adventure,0.0
9437,27,402735,1.010628,2016-05-14,The Man's Name is Spade,0.0
9438,16,400260,1.007156,2016-05-05,what a mess!! (really fast!!),0.0
9439,0,390428,1.006939,2016-03-29,A Blank & Miserly Emission,0.0
9440,0,400262,1.007837,2016-04-18,When You Awake,0.0
9441,99,390431,1.04959,2016-09-15,Tempest Storm,0.0
9442,99,400460,1.007866,2016-06-02,Voices,0.0
9443,10402,395196,1.008952,2016-05-02,Nocturne,0.0
9444,0,400289,1.008087,2016-05-30,Memorial Day,0.0
9445,18,390444,1.014219,2016-10-16,Tree Hugger,0.0
9446,18,390460,1.00756,2016-03-15,Bread Crumbs,0.0
9447,0,400484,1.00543,2016-01-22,Jugni,0.0
9448,0,400485,1.005299,2016-01-15,Rebellious Flower,0.0
9449,0,395701,1.007004,2016-04-27,Kauflanders,0.0
9450,99,401357,1.014271,2016-06-10,Germans & Jews,0.0
9451,0,395725,1.00738,2016-04-30,Spaceship Earth,0.0
9452,18,401016,1.015056,2016-06-17,PARADISE IN HEART - LAC GIOI,0.0
9453,99,401020,1.007866,2016-06-02,The Taste of Youth,0.0
9454,53,395740,1.010521,2016-04-26,R.E.M.,0.0
9455,0,401032,1.013733,2016-10-07,Voiceless,0.0
9456,878,395748,1.017474,2016-01-28,Hotaru,0.0
9457,0,395766,1.008829,2016-04-29,The Secret,0.0
9458,99,395785,1.007144,2016-05-02,Mädchen mit Kanonen,0.0
9459,99,395789,1.007144,2016-05-02,Der Panama Skandal,0.0
9460,0,401662,1.006854,2016-02-03,Bigger Than The Shining,0.0
9461,14,401422,1.010286,2016-06-11,Lilith's Awakening,0.0
9462,18,396352,1.344328,2016-01-28,Melon Rainbow,0.0
9463,10402,403920,1.008479,2016-06-25,A Divorce Before Marriage,0.0
9464,0,391615,1.006861,2016-04-21,Sp1ral,0.0
9465,16,403959,1.00865,2016-06-13,Bird Flu,0.0
9466,0,403965,1.008159,2016-06-13,Dota,0.0
9467,16,401486,1.008017,2016-06-09,Story of the Sky,0.0
9468,10402,403971,1.007348,2016-04-27,Villa Mix Festival - 2016,0.0
9469,10749,403972,1.021341,2016-07-22,Ishq Click,0.0
9470,0,403988,1.00876,2016-06-27,Bonde do Forró - 3x1,0.0
9471,10402,403104,1.008333,2016-06-21,Tayrone - O Choro É Livre,0.0
9472,0,403108,1.009743,2016-06-19,Blind Guardian: [2016] Hellfest,0.0
9473,10749,403123,1.030848,2016-07-25,Uang Panai',0.0
9474,18,403125,1.009429,2016-07-07,Fragments,0.0
9475,0,392252,1.006585,2016-04-08,Mariupolis,0.0
9476,10402,403129,1.00815,2016-06-12,Dead & Company: 2016.06.12 - Bonnaroo Music & Arts Festival,0.0
9477,28,402073,1.118239,2016-04-20,Kamen Rider Drive Saga: Kamen Rider Chaser,0.0
9478,18,404585,1.041324,2016-06-30,EDSA,0.0
9479,10749,402099,1.008417,2016-06-10,Okka Ammayi Thappa,0.0
9480,0,400289,1.008087,2016-05-30,Memorial Day,0.0
9481,99,390431,1.04959,2016-09-15,Tempest Storm,0.0
9482,35,390432,1.014858,2016-04-01,A Weekend with the Family,0.0
9483,10749,395722,1.011252,2016-05-01,Redefining Juliet,0.0
9484,99,401020,1.007866,2016-06-02,The Taste of Youth,0.0
9485,0,401021,1.007762,2016-06-01,Twice Upon a Time,0.0
9486,878,395748,1.017474,2016-01-28,Hotaru,0.0
9487,16,401041,1.010277,2016-07-09,Kaze no You ni,0.0
9488,99,400811,1.015611,2016-06-04,FAKE,0.0
9489,99,395785,1.007144,2016-05-02,Mädchen mit Kanonen,0.0
9490,99,400828,1.010602,2016-04-15,Attention!,0.0
9491,18,400899,1.009524,2016-06-23,A Reykjavik Porno,0.0
9492,0,401902,1.008385,2016-02-05,Vennello Hai hai,0.0
9493,0,401913,1.008207,2016-06-12,La soledad de las imágenes,0.0
9494,0,401916,1.079293,2016-06-12,I Still Bleed Inside,0.0
9495,35,391063,1.007492,2016-03-25,Mobile Étoile,0.0
9496,16,401941,1.007168,2016-05-04,Bottom's Butte,0.0
9497,0,391096,1.006287,2016-03-19,Kafka's Little Fable,0.0
9498,99,396301,1.007051,2016-05-01,Cheer Up,0.0
9499,0,396303,1.005722,2016-02-11,번개맨,0.0
9500,99,401674,1.00787,2016-06-03,Métro,0.0
9501,99,396325,1.010781,2016-05-06,Rabin in His Own Words,0.0
9502,0,401444,1.008781,2016-06-21,Rising Tides,0.0
9503,0,401445,1.009188,2016-06-09,Moria,0.0
9504,0,401455,1.022673,2016-04-01,Appudala Ippudila,0.0
9505,99,401466,1.007765,2016-01-03,Bomarsund 1854 - The Baltic Theatre,0.0
9506,0,401475,1.00763,2016-01-29,Pachakallam,0.0
9507,0,401477,1.009823,2016-06-15,Alvin Alvarez Presents: Overcoming Lottery Addiction and Manifesting Your Destiny,0.0
9508,28,401480,1.006291,2016-01-01,Gun Self-Defense for Women,0.0
9509,0,401482,1.008017,2016-06-09,Tony,0.0
9510,10749,401484,1.057371,2016-06-07,The Sweet Life,0.0
9511,16,401486,1.008017,2016-06-09,Story of the Sky,0.0
9512,18,403910,1.007615,2016-05-26,Dear..Lena,0.0
9513,10402,403920,1.008479,2016-06-25,A Divorce Before Marriage,0.0
9514,18,403930,1.008778,2016-06-26,Emma,0.0
9515,18,403935,1.007523,2016-05-10,Blackbird,0.0
9516,35,403948,1.009189,2016-06-27,Eli,0.0
9517,0,403953,1.008336,2016-06-21,Joni Sok Jagoan,0.0
9518,18,403954,1.008336,2016-06-21,Kesusu,0.0
9519,18,403955,1.009613,2016-06-21,Mirip Ayah,0.0
9520,18,403956,1.008333,2016-06-21,Ikhlas,0.0
9521,0,403957,1.008555,2016-06-13,Beer,0.0
9522,18,403958,1.008368,2016-06-21,Janji Sahabat,0.0
9523,16,403959,1.00865,2016-06-13,Bird Flu,0.0
9524,99,403963,1.008485,2016-06-26,The Goddam Election! with John Safran,0.0
9525,0,403965,1.008159,2016-06-13,Dota,0.0
9526,10402,403969,1.012174,2016-04-27,Rodrigo Leal - Ao Vivo em Macaíba,0.0
9527,10402,403971,1.007348,2016-04-27,Villa Mix Festival - 2016,0.0
9528,10749,403972,1.021341,2016-07-22,Ishq Click,0.0
9529,35,403978,1.006329,2016-03-25,Leblebi Tozu,0.0
9530,0,403983,1.008047,2016-06-10,Touch,0.0
9531,0,403988,1.00876,2016-06-27,Bonde do Forró - 3x1,0.0
9532,0,402502,1.01592,2016-06-17,The Deluxe,0.0
9533,0,402539,1.02897,2016-06-17,Kadhal Agathee,0.0
9534,10402,402552,1.091802,2016-06-17,Ayreon: The Theater Equation,0.0
9535,99,402555,1.008448,2016-05-11,Nature's Epic Journeys,0.0
9536,0,402558,1.00993,2016-06-16,Ukraine on Fire,0.0
9537,0,402569,1.022266,2016-04-05,Pup 2 No Good,0.0
9538,0,391657,1.00643,2016-03-27,PROGRESS Chapter 27: The Lost Art of Suffering,0.0
9539,18,402592,1.008018,2016-06-09,Electric Nostalgia,0.0
9540,0,402236,1.007752,2016-01-01,Lattie,0.0
9541,28,402243,1.012483,2016-06-15,Blue Line,0.0
9542,99,396923,1.012445,2016-05-12,Antonia Bird: From EastEnders to Hollywood,0.0
9543,35,402262,1.008817,2016-06-15,Matheus Ceará - Inédito Para Quem Nunca Viu,0.0
9544,18,396958,1.007569,2016-05-20,En moi,0.0
9545,0,402278,1.008841,2016-06-15,Kroki,0.0
9546,0,402290,1.005615,2016-02-08,Redd,0.0
9547,18,396997,1.013314,2016-04-29,Unakkul Naan,0.0
9548,28,404532,1.148336,2016-01-08,Lupin III: Italian Game,0.0
9549,99,402012,1.023711,2016-07-29,A Personal Journey Through Cinema History with Thomas Pollock,0.0
9550,0,404570,1.00915,2016-06-02,Red: A Dangerous Seduction,0.0
9551,0,392252,1.006585,2016-04-08,Mariupolis,0.0
9552,18,404589,1.015264,2016-02-26,Life Is Boring,0.0
9553,99,403109,1.016057,2016-11-02,La esperanza,0.0
9554,28,402073,1.118239,2016-04-20,Kamen Rider Drive Saga: Kamen Rider Chaser,0.0
9555,10402,403129,1.00815,2016-06-12,Dead & Company: 2016.06.12 - Bonnaroo Music & Arts Festival,0.0
9556,0,403447,1.009097,2016-06-01,Baptized by Fire,0.0
9557,18,403448,1.03032,2016-12-01,Pop Top,0.0
9558,10402,402628,1.006011,2016-03-04,Sabaton - Heroes on tour,0.0
9559,10402,404354,1.007518,2016-05-04,Girls' Generation's 4th Tour 'Phantasia' in Japan,0.0
9560,0,436011,1.015306,2016-08-09,My Invisible Mother,0.0
9561,18,436013,1.037196,2016-10-11,Midnight,0.0
9562,10402,450592,1.1136,2016-12-01,Afrikaans is Groot 2016,0.0
9563,53,436060,1.016012,2016-08-19,Desvios,0.0
9564,0,436082,1.019851,2016-09-23,Northern Disco Lights,0.0
9565,27,440112,1.014796,2016-04-02,Crap You!,0.0
9566,99,440134,1.021239,2016-10-06,Last Call,0.0
9567,0,440157,1.013754,2016-07-13,In the Steps of Trisha Brown,0.0
9568,0,440177,1.023958,2016-11-01,Convictions,0.0
9569,0,440179,1.068583,2016-10-15,Сдается дом со всеми неудобствами,0.0
9570,10402,440707,1.02532,2016-11-02,The Metropolitan Opera: Don Giovanni,0.0
9571,9648,440710,1.04567,2016-09-26,The Spiritualist,0.0
9572,35,440776,1.01222,2016-06-10,Derakula,0.0
9573,0,440782,1.023742,2016-10-31,Becky Prim,0.0
9574,0,440789,1.01035,2016-04-22,Lowcy miodu,0.0
9575,18,440800,1.032354,2016-12-10,Abrázame Como Antes,0.0
9576,53,444659,1.022694,2016-10-01,Monochrome,0.0
9577,10752,444660,1.02999,2016-12-01,Balletboyz - Young Men,0.0
9578,99,436624,1.022529,2016-10-21,Pompéi la vie avant la mort,0.0
9579,18,436625,1.015381,2016-08-05,My Father's War,0.0
9580,0,448356,1.007883,2016-06-02,Twinsburg,0.0
9581,99,446002,1.008805,2016-02-24,To the Moon and Back,0.0
9582,18,446050,1.028441,2016-10-08,Hedda,0.0
9583,18,448942,1.008138,2016-06-05,Under the Sea,0.0
9584,16,448967,1.022552,2016-10-08,Kuroko no Basket Movie 2: Winter Cup Soushuuhen - Namida no Saki e,0.0
9585,36,441941,1.052546,2016-11-26,La papesse Jeanne,0.0
9586,18,437253,1.039176,2016-12-15,Τέλειοι Ξένοι,0.0
9587,35,446626,1.025501,2016-11-10,Second Nature,0.0
9588,35,449553,1.017251,2016-10-21,Szkoła Uwodzenia Czesława M.,0.0
9589,18,449576,1.010364,2016-05-29,An Evening,0.0
9590,16,447232,1.025668,2016-11-11,Odd Er Et Egg,0.0
9591,35,443137,1.039648,2016-12-16,Back in the Saddle - Fascinating Aïda in Edinburgh,0.0
9592,99,439035,1.009494,2016-03-23,Der Haftbefehl von Haftbefehl,0.0
9593,16,448463,1.010014,2016-08-02,Peppa Pig: Sunny Vacation,0.0
9594,27,447663,1.057402,2016-10-31,Harlequin,0.0
9595,0,448484,1.008547,2016-06-26,Trumpet Man,0.0
9596,0,448496,1.036404,2016-11-29,Departures,0.0
9597,0,444307,1.013539,2016-07-08,Chang Chen Ghost Stories,0.0
9598,0,444329,1.028055,2016-11-23,The Island at the Center of the World,0.0
9599,0,444394,1.009221,2016-03-11,Land Within,0.0
9600,99,408163,1.007187,2016-05-07,Investigating My Father,0.0
9601,99,408190,1.126721,2016-08-18,"Comrade, Where Are You Today?",0.0
9602,10402,408200,1.008293,2016-06-17,Chicago: Quadio,0.0
9603,99,395212,1.007209,2016-04-24,Yehudi Menuhin: Who Was Yehudi?,0.0
9604,0,395223,1.006473,2016-04-03,winter beyond winter,0.0
9605,18,405645,1.01809,2016-10-17,Love Is Dead,0.0
9606,99,395284,1.00957,2016-04-29,Concepts of Desire,0.0
9607,0,405653,1.010435,2016-07-28,The Death and Life of Otto Bloom,0.0
9608,0,405654,1.014832,2016-07-31,On Richard's Side,0.0
9609,80,395298,1.015987,2016-05-15,TLMEA,0.0
9610,18,400534,1.011016,2016-04-28,Menandros & Thaïs,0.0
9611,99,400548,1.007888,2016-06-03,The God Cells,0.0
9612,99,407341,1.009194,2016-07-16,Allianz Stadion. Alte Heimat - neues Zuhause.,0.0
9613,18,400554,1.031183,2016-10-31,Schweigeminute,0.0
9614,53,406490,1.00657,2016-02-26,Die Ontwaking,0.0
9615,27,400586,1.010904,2016-04-22,Music and Dream,0.0
9616,99,400598,1.00987,2016-07-14,Deutschland. Made by Germany,0.0
9617,18,407394,1.037836,2016-08-02,If I Could Tell You,0.0
9618,0,408706,1.017004,2016-11-04,Puerto Rico Tautology (14 dubs high),0.0
9619,0,408719,1.009632,2016-07-29,Chronesthesia,0.0
9620,0,406210,1.007728,2016-05-30,Baroness: [2016] Sasquatch! Music Festival,0.0
9621,10402,406220,1.030163,2016-06-24,"Muse - Live at Glastonbury 2016, Jun 24",0.0
9622,0,406221,1.008279,2016-06-12,Children of Bodom: [2016] Download Festival Paris,0.0
9623,0,406223,1.00805,2016-06-11,Editors: [2016] Heartland Festival,0.0
9624,10402,406224,1.008333,2016-06-20,"Dead & Company: 2016.06.20 - BB&T Pavilion, Camden, NJ",0.0
9625,10402,406233,1.008732,2016-07-02,"Dead & Company: 2016.07.02 - Folsom Field, Boulder, CO",0.0
9626,10402,406235,1.008732,2016-07-03,"Dead & Company: 2016.07.03 - Folsom Field, Boulder, CO",0.0
9627,10402,406236,1.009018,2016-07-10,"Dead & Company: 2016.07.10 - Alpine Valley Music Theatre, WI",0.0
9628,0,406242,1.007998,2016-05-19,Cal y Arena,0.0
9629,35,406266,1.008546,2016-06-12,The Least Worst Man,0.0
9630,27,407035,1.014777,2016-05-26,Orgy of the Damned,0.0
